t_5s,fr_cool,T_in,duty,T_chamber,T_cool,gap,T_out
13831,15.401,208.304,222.093,1099.2456,148.27575,24.97,143.97
13832,15.426,208.228,222.093,1099.2456,148.24625,24.92,143.946
13833,15.435,207.784,222.093,1099.2456,148.2905,24.88,143.946
13834,15.571,207.525,222.093,1099.2456,148.30375,24.84,143.97
13835,15.433,206.973,222.093,1099.2456,148.261,24.8,143.97
13836,15.468,207.027,222.093,1099.2456,148.3185,24.8,143.97
13837,15.473,207.048,222.093,1099.2456,148.27425,24.77,143.946
13838,15.508,207.135,222.093,1099.2456,148.23275,24.75,143.946
13839,15.368,208.088,222.093,1099.2456,148.292,24.73,143.97
13840,15.445,208.845,222.093,1099.2456,148.35225,24.73,143.97
13841,15.443,210.003,222.093,1099.2456,148.2905,24.72,143.97
13842,15.45,208.953,222.093,1099.2456,148.2785,24.71,143.97
13843,15.443,208.564,222.093,1099.2456,148.2785,24.68,143.97
13844,15.441,207.362,222.093,1099.2456,148.218,24.67,143.97
13845,15.441,206.615,222.093,1099.2456,148.32275,24.67,143.97
13846,15.441,206.605,222.093,1099.2456,148.30525,24.67,143.946
13847,15.441,205.327,222.093,1099.2456,148.33625,24.67,143.97
13848,15.441,204.624,222.093,1099.2456,148.2625,24.67,143.97
13849,15.443,204.721,222.093,1099.2456,148.249,24.67,143.946
13850,15.443,204.44,222.093,1099.2456,148.30925,24.67,143.946
13851,15.443,204.191,222.093,1099.2456,148.30375,24.67,143.946
13852,15.294,203.801,222.093,1099.2456,148.277,24.65,144.594
13853,15.554,203.13,222.093,1099.2456,148.30525,24.67,145.14
13854,15.544,202.87,222.093,1099.2456,148.308,24.67,145.14
13855,15.554,203.487,222.093,1099.2456,148.27725,24.68,145.17
13856,15.544,203.487,222.093,1099.2456,148.33475,24.71,145.17
13857,15.366,204.331,222.093,1099.2456,148.2785,24.72,145.14
13858,15.542,204.082,222.093,1099.2456,148.29175,24.72,145.17
13859,15.422,204.137,222.093,1099.2456,148.3215,24.75,145.14
13860,15.441,203.79,222.093,1099.2456,148.30525,24.75,145.14
13861,15.437,203.26,222.093,1099.2456,148.30525,24.78,145.17
13862,15.441,203.314,222.093,1099.2456,148.27425,24.75,145.452
13863,15.441,203.747,222.093,1099.2456,148.3215,24.77,146.334
13864,15.439,203.823,222.093,1099.2456,148.30525,24.77,146.334
13865,15.441,203.411,222.093,1099.2456,148.32,24.76,146.334
13866,15.441,203.444,222.093,1099.2456,148.3185,24.75,146.334
13867,15.441,202.61,222.093,1099.2456,148.30525,24.74,146.334
13868,15.443,202.762,222.093,1099.2456,148.30525,24.72,146.334
13869,15.439,202.924,222.093,1099.2456,148.27575,24.73,146.334
13870,15.443,202.697,222.093,1099.2456,148.308,24.72,146.334
13871,15.437,203.043,222.093,1099.2456,148.27575,24.71,146.334
13872,15.441,202.621,222.093,1099.2456,148.30525,24.7,146.334
13873,15.441,203.379,222.093,1099.2456,148.33475,24.67,146.334
13874,15.437,203.769,222.093,1099.2456,148.3775,24.64,146.364
13875,15.443,204.396,222.093,1099.2456,148.30375,24.61,146.334
13876,15.441,205.273,222.093,1099.2456,148.2875,24.58,146.334
13877,15.441,205.923,222.093,1099.2456,148.36275,24.54,146.364
13878,15.441,205.804,222.093,1099.2456,148.2875,24.51,146.31
13879,15.443,205.977,222.093,1099.2456,148.3185,24.4,146.364
13880,15.441,206.204,222.093,1099.2456,148.3775,24.37,146.334
13881,15.437,206.886,222.093,1099.2456,148.27725,24.35,146.364
13882,15.439,207.308,222.093,1099.2456,148.345,24.3,146.334
13883,15.441,208.856,222.093,1099.2456,148.33325,24.24,146.334
13884,15.441,209.419,222.093,1099.2456,148.36425,24.2,146.334
13885,15.441,210.166,222.093,1099.2456,148.32125,24.15,146.364
13886,15.439,210.49,222.093,1099.2456,148.3185,24.09,146.334
13887,15.439,210.361,222.093,1099.2456,148.289,24.02,146.334
13888,15.441,209.971,222.093,1099.2456,148.29175,23.95,146.334
13889,15.441,210.025,222.093,1099.2456,148.388,23.89,146.364
13890,15.437,211.227,222.093,1099.2456,148.286,23.81,146.334
13891,15.441,211.162,222.093,1099.2456,148.32,23.76,146.334
13892,15.441,211.562,222.093,1099.2456,148.2905,23.71,145.272
13893,15.441,211.584,222.093,1099.2456,148.36125,23.67,145.17
13894,15.439,211.118,222.093,1099.2456,148.2875,23.6,145.17
13895,15.441,210.923,222.093,1099.2456,148.27425,23.55,145.14
13896,15.366,210.707,222.093,1099.2456,148.2565,23.52,145.17
13897,15.366,210.49,222.093,1099.2456,148.286,23.48,145.17
13898,15.361,211.54,222.093,1099.2456,148.2875,23.43,145.17
13899,15.364,211.118,222.093,1099.2456,148.3465,23.38,145.17
13900,15.364,211.735,222.093,1099.2456,148.33175,23.34,145.17
13901,15.364,211.151,222.093,1099.2456,148.329,23.31,145.17
13902,15.366,210.631,222.093,1099.2456,148.286,23.26,145.17
13903,15.364,210.718,222.093,1099.2456,148.345,23.25,145.17
13904,15.366,210.826,222.093,1099.2456,148.30375,23.23,145.17
13905,15.364,210.025,222.093,1099.2456,148.39075,23.18,145.17
13906,15.364,209.798,222.093,1099.2456,148.289,23.16,145.14
13907,15.364,210.891,222.093,1099.2456,148.33025,23.11,145.14
13908,15.366,210.956,222.093,1099.2456,148.28325,23.08,145.17
13909,15.361,210.859,222.093,1099.2456,148.30225,23.07,145.17
13910,15.366,210.794,222.093,1099.2456,148.27425,23.03,145.17
13911,15.364,210.22,222.093,1099.2456,148.3155,23.02,145.17
13912,15.366,209.56,222.093,1099.2456,148.3155,23.01,145.17
13913,15.366,210.112,222.093,1099.2456,148.3465,22.99,145.17
13914,15.364,210.079,222.093,1099.2456,148.27425,22.98,145.17
13915,15.364,210.242,222.093,1099.2456,148.3465,22.97,145.17
13916,15.364,210.252,222.093,1099.2456,148.27125,22.95,145.17
13917,15.361,210.252,222.093,1099.2456,148.33325,22.95,145.17
13918,15.366,210.967,222.093,1099.2456,148.30225,22.95,145.17
13919,15.364,211.627,222.093,1099.2456,148.376,22.95,145.17
13920,15.366,211.757,222.093,1099.2456,148.27425,22.94,145.17
13921,15.364,211.757,222.093,1099.2456,148.32,22.94,145.14
13922,15.366,211.335,222.093,1099.2456,148.4085,22.94,146.31
13923,15.361,211.421,222.093,1099.2456,148.32,22.93,147.558
13924,15.364,212.244,222.093,1099.2456,148.2905,22.93,147.558
13925,15.364,210.978,222.093,1099.2456,148.32,22.93,147.558
13926,15.366,210.577,222.093,1099.2456,148.32,22.94,147.534
13927,15.531,211.107,222.093,1099.2456,148.277,22.93,147.558
13928,15.468,210.62,222.093,1099.2456,148.351,22.93,147.534
13929,15.552,211.248,222.093,1099.2456,148.32275,22.93,147.558
13930,15.366,212.547,222.093,1099.2456,148.3185,22.93,147.534
13931,15.494,212.093,222.093,1099.2456,148.30375,22.93,147.558
13932,15.521,211.53,222.093,1099.2456,148.27425,22.93,148.752
13933,15.364,212.179,222.093,1099.2456,148.30675,22.93,148.752
13934,15.552,212.428,222.093,1099.2456,148.33475,22.93,148.752
13935,15.554,213.662,222.093,1099.2456,148.32275,22.93,148.752
13936,15.557,214.257,222.093,1099.2456,148.4395,22.91,148.752
13937,15.554,215.167,222.093,1099.2456,148.3215,22.93,148.752
13938,15.554,215.708,222.093,1099.2456,148.32275,22.93,148.752
13939,15.554,216.953,222.093,1099.2456,148.36575,22.9,148.728
13940,15.557,217.84,222.093,1099.2456,148.30375,22.88,149.43
13941,15.554,218.749,222.093,1099.2456,148.2785,22.88,149.868
13942,15.552,220.103,222.093,1099.2456,148.30375,22.85,149.844
13943,15.554,220.189,222.093,1099.2456,148.367,22.81,149.922
13944,15.557,220.2,222.093,1099.2456,148.36275,22.79,149.922
13945,15.554,219.464,222.093,1099.2456,148.33325,22.76,149.922
13946,15.557,219.626,222.093,1099.2456,148.3495,22.75,149.922
13947,15.557,219.691,222.093,1099.2456,148.3465,22.72,149.922
13948,15.554,220.146,222.093,1099.2456,148.3775,22.71,149.922
13949,15.557,220.2,222.093,1099.2456,148.32,22.67,149.922
13950,15.557,220.146,222.093,1099.2456,148.33325,22.62,149.946
13951,15.557,219.854,222.093,1099.2456,148.39225,22.61,149.946
13952,15.557,219.475,222.093,1099.2456,148.36275,22.6,149.946
13953,15.554,219.366,222.093,1099.2456,148.292,22.6,149.922
13954,15.554,218.663,222.093,1099.2456,148.36425,22.58,149.946
13955,15.554,219.247,222.093,1099.2456,148.30525,22.55,149.946
13956,15.554,220.048,222.093,1099.2456,148.348,22.53,149.946
13957,15.554,220.752,222.093,1099.2456,148.407,22.53,149.946
13958,15.557,220.709,222.093,1099.2456,148.376,22.53,149.946
13959,15.554,221.185,222.093,1099.2456,148.379,22.57,149.922
13960,15.557,220.752,222.093,1099.2456,148.348,22.6,149.922
13961,15.554,220.655,222.093,1099.2456,148.3215,22.61,149.922
13962,15.554,220.676,222.093,1099.2456,148.32,22.6,148.752
13963,15.554,221.542,222.093,1099.2456,148.36,22.61,147.534
13964,15.557,221.142,222.093,1099.2456,148.348,22.62,147.558
13965,15.557,221.964,222.093,1099.2456,148.39225,22.64,147.534
13966,15.426,221.748,222.093,1099.2456,148.36275,22.68,147.558
13967,15.435,221.304,222.093,1099.2456,148.4055,22.7,147.558
13968,15.408,220.849,222.093,1099.2456,148.3185,22.74,147.558
13969,15.364,221.142,222.093,1099.2456,148.35225,22.79,147.558
13970,15.376,221.705,222.093,1099.2456,148.39225,22.85,147.582
13971,15.378,221.228,222.093,1099.2456,148.30375,22.88,147.582
13972,15.441,221.077,222.093,1099.2456,148.2875,22.93,146.52
13973,15.441,221.705,222.093,1099.2456,148.36275,22.95,145.218
13974,15.441,221.802,222.093,1099.2456,148.3495,23.04,145.17
13975,15.443,223.166,222.093,1099.2456,148.3495,23.11,145.17
13976,15.441,223.491,222.093,1099.2456,148.36275,23.16,145.17
13977,15.561,223.48,222.093,1099.2456,148.30225,23.22,145.17
13978,15.863,222.776,222.093,1099.2456,148.36125,23.29,145.17
13979,15.609,222.776,222.093,1099.2456,148.36125,23.34,145.14
13980,15.554,223.242,222.093,1099.2456,148.33175,23.42,145.14
13981,15.5,222.809,222.093,1099.2456,148.345,23.47,145.17
13982,15.554,222.657,222.093,1099.2456,148.3745,23.54,145.17
13983,15.443,221.737,222.093,1099.2456,148.3465,23.62,145.17
13984,15.441,220.579,222.093,1099.2456,148.37325,23.66,145.17
13985,15.439,219.962,222.093,1099.2456,148.348,23.73,145.17
13986,15.441,220.514,222.093,1099.2456,148.37325,23.81,145.17
13987,15.437,220.763,222.093,1099.2456,148.419,23.86,145.14
13988,15.441,220.741,222.093,1099.2456,148.36425,23.94,145.14
13989,15.439,221.088,222.093,1099.2456,148.36425,23.98,145.17
13990,15.441,221.834,222.093,1099.2456,148.36575,24.02,145.17
13991,15.439,221.272,222.093,1099.2456,148.379,24.05,145.17
13992,15.439,221.282,222.093,1099.2456,148.379,24.1,144
13993,15.439,221.131,222.093,1099.2456,148.36575,24.14,143.97
13994,15.441,220.687,222.093,1099.2456,148.39225,24.16,143.946
13995,15.315,218.923,222.093,1099.2456,148.39525,24.17,143.946
13996,15.355,219.226,222.093,1099.2456,148.348,24.21,143.97
13997,15.236,218.988,222.093,1099.2456,148.32,24.21,143.97
13998,15.364,218.76,222.093,1099.2456,148.39375,24.24,143.946
13999,15.275,218.197,222.093,1099.2456,148.36425,24.24,143.97
14000,15.244,217.461,222.093,1099.2456,148.32,24.24,143.97
14001,15.246,217.267,222.093,1099.2456,148.39525,24.24,143.97
14002,15.248,218.403,222.093,1099.2456,148.32275,24.19,143.97
14003,15.25,218.371,222.093,1099.2456,148.39525,24.19,143.97
14004,15.25,217.18,222.093,1099.2456,148.36275,24.17,143.97
14005,15.246,216.812,222.093,1099.2456,148.41,24.13,143.946
14006,15.248,217.884,222.093,1099.2456,148.42325,24.09,143.97
14007,15.246,217.905,222.093,1099.2456,148.36275,24.08,143.97
14008,15.248,218.219,222.093,1099.2456,148.3495,24.06,143.97
14009,15.246,218.414,222.093,1099.2456,148.36275,24,143.946
14010,15.248,217.732,222.093,1099.2456,148.4085,23.97,143.97
14011,15.246,217.743,222.093,1099.2456,148.36575,23.94,143.97
14012,15.248,217.018,222.093,1099.2456,148.39375,23.89,145.014
14013,15.248,215.978,222.093,1099.2456,148.35375,23.85,145.14
14014,15.064,215.405,222.093,1099.2456,148.36275,23.79,145.17
14015,15.013,214.236,222.093,1099.2456,148.38175,23.74,145.14
14016,15.017,213.305,222.093,1099.2456,148.351,23.67,145.17
14017,14.938,213.889,222.093,1099.2456,148.4365,23.62,145.17
14018,14.94,213.586,222.093,1099.2456,148.39375,23.59,145.17
14019,14.94,213.045,222.093,1099.2456,148.3685,23.55,145.17
14020,14.94,212.85,222.093,1099.2456,148.379,23.47,145.17
14021,14.938,211.984,222.093,1099.2456,148.42325,23.43,145.14
14022,14.94,211.01,222.093,1099.2456,148.39525,23.39,146.31
14023,14.94,210.306,222.093,1099.2456,148.38175,23.32,147.114
14024,14.938,208.889,222.093,1099.2456,148.41,23.28,147.558
14025,14.938,208.38,222.093,1099.2456,148.3495,23.23,147.558
14026,14.938,208.001,222.093,1099.2456,148.3775,23.19,147.558
14027,14.938,207.579,222.093,1099.2456,148.39375,23.16,147.534
14028,14.938,208.25,222.093,1099.2456,148.42175,23.11,147.534
14029,14.938,207.795,222.093,1099.2456,148.4365,23.08,147.558
14030,14.938,208.033,222.093,1099.2456,148.36425,23.07,147.558
14031,14.94,208.001,222.093,1099.2456,148.4085,23.03,147.558
14032,14.94,208.423,222.093,1099.2456,148.379,23.03,148.338
14033,14.94,208.445,222.093,1099.2456,148.379,22.99,148.752
14034,15.064,208.001,222.093,1099.2456,148.42475,22.97,148.752
14035,15.051,207.481,222.093,1099.2456,148.4055,22.95,148.752
14036,15.051,207.719,222.093,1099.2456,148.35225,22.93,148.752
14037,14.975,207.968,222.093,1099.2456,148.32125,22.93,148.752
14038,15.055,209.332,222.093,1099.2456,148.33475,22.88,148.752
14039,15.131,209.538,222.093,1099.2456,148.39525,22.85,148.728
14040,15.072,209.841,222.093,1099.2456,148.38025,22.83,148.752
14041,15.131,209.895,222.093,1099.2456,148.3375,22.8,148.752
14042,15.131,211.183,222.093,1099.2456,148.33625,22.8,150.984
14043,15.131,212.558,222.093,1099.2456,148.38175,22.76,151.14
14044,15.131,213.229,222.093,1099.2456,148.3775,22.76,151.14
14045,15.133,212.872,222.093,1099.2456,148.3215,22.76,151.14
14046,15.131,212.623,222.093,1099.2456,148.32275,22.74,151.14
14047,15.131,212.948,222.093,1099.2456,148.38325,22.72,151.14
14048,15.131,212.504,222.093,1099.2456,148.4395,22.72,151.14
14049,15.131,212.19,222.093,1099.2456,148.43525,22.71,151.14
14050,15.131,212.19,222.093,1099.2456,148.35225,22.71,151.14
14051,15.133,212.558,222.093,1099.2456,148.41,22.71,151.14
14052,15.131,213.045,222.093,1099.2456,148.44225,22.71,151.17
14053,15.131,212.926,222.093,1099.2456,148.3965,22.71,152.364
14054,15.131,212.709,222.093,1099.2456,148.407,22.71,152.388
14055,15.131,212.612,222.093,1099.2456,148.42475,22.71,152.388
14056,15.131,211.714,222.093,1099.2456,148.38325,22.71,152.418
14057,15.364,211.746,222.093,1099.2456,148.44075,22.71,152.418
14058,15.361,212.038,222.093,1099.2456,148.3995,22.72,152.418
14059,15.361,212.028,222.093,1099.2456,148.41,22.73,152.388
14060,15.364,211.941,222.093,1099.2456,148.45425,22.75,152.388
14061,15.364,211.93,222.093,1099.2456,148.4275,22.76,152.418
14062,15.364,212.417,222.093,1099.2456,148.4705,22.8,151.686
14063,15.366,212.948,222.093,1099.2456,148.339,22.8,151.17
14064,15.361,213.056,222.093,1099.2456,148.441,22.82,151.14
14065,15.359,213.456,222.093,1099.2456,148.38175,22.86,151.14
14066,15.361,213.121,222.093,1099.2456,148.426,22.89,151.17
14067,15.364,212.461,222.093,1099.2456,148.38175,22.94,151.17
14068,15.366,212.482,222.093,1099.2456,148.4275,22.97,151.17
14069,15.361,212.331,222.093,1099.2456,148.42475,23,151.17
14070,15.364,212.645,222.093,1099.2456,148.3965,23.03,151.14
14071,15.364,212.59,222.093,1099.2456,148.5015,23.08,151.14
14072,15.366,212.623,222.093,1099.2456,148.429,23.11,151.17
14073,15.364,212.883,222.093,1099.2456,148.45575,23.15,149.922
14074,15.366,212.277,222.093,1099.2456,148.4585,23.16,149.922
14075,15.364,212.915,222.093,1099.2456,148.4155,23.21,149.922
14076,15.364,213.207,222.093,1099.2456,148.398,23.25,149.922
14077,15.242,214.127,222.093,1099.2456,148.4865,23.3,149.946
14078,15.261,214.539,222.093,1099.2456,148.41,23.32,149.922
14079,15.414,214.268,222.093,1099.2456,148.45425,23.34,149.922
14080,15.429,214.517,222.093,1099.2456,148.3995,23.39,149.922
14081,15.143,215.21,222.093,1099.2456,148.41125,23.42,149.922
14082,15.129,216.963,222.093,1099.2456,148.38475,23.47,149.4
14083,15.124,217.851,222.093,1099.2456,148.429,23.48,148.752
14084,15.131,219.053,222.093,1099.2456,148.4155,23.52,148.752
14085,15.131,220.211,222.093,1099.2456,148.47175,23.54,148.752
14086,15.131,221.066,222.093,1099.2456,148.4275,23.56,148.752
14087,15.131,221.986,222.093,1099.2456,148.3845,23.58,148.728
14088,15.129,222.755,222.093,1099.2456,148.41425,23.58,148.728
14089,15.131,224.573,222.093,1099.2456,148.3995,23.61,148.728
14090,15.131,224.584,222.093,1099.2456,148.4155,23.62,148.752
14091,15.131,224.649,222.093,1099.2456,148.47475,23.63,148.752
14092,15.131,225.006,222.093,1099.2456,148.3995,23.65,148.728
14093,15.131,225.298,222.093,1099.2456,148.47175,23.65,148.752
14094,15.129,225.277,222.093,1099.2456,148.44375,23.66,148.752
14095,15.131,225.991,222.093,1099.2456,148.3995,23.69,148.752
14096,15.131,225.839,222.093,1099.2456,148.41275,23.71,148.752
14097,15.131,226.088,222.093,1099.2456,148.44225,23.74,148.752
14098,15.131,227.463,222.093,1099.2456,148.4585,23.75,148.728
14099,15.131,228.015,222.093,1099.2456,148.47325,23.76,148.752
14100,15.129,228.784,222.093,1099.2456,148.41425,23.8,148.752
14101,15.129,229.336,222.093,1099.2456,148.488,23.82,148.728
14102,15.133,229.282,222.093,1099.2456,148.41275,23.88,148.728
14103,15.129,229.747,222.093,1099.2456,148.43175,23.9,148.752
14104,15.07,230.083,222.093,1099.2456,148.4155,23.97,147.948
14105,15.049,229.758,222.093,1099.2456,148.429,24.02,147.558
14106,15.051,229.433,222.093,1099.2456,148.37125,24.05,147.582
14107,14.843,228.589,222.093,1099.2456,148.41575,24.12,147.558
14108,14.799,228.719,222.093,1099.2456,148.43025,24.17,147.558
14109,15.219,228.935,222.093,1099.2456,148.43025,24.23,147.558
14110,15.12,228.123,222.093,1099.2456,148.3995,24.27,147.714
14111,14.889,226.9,222.093,1099.2456,148.44225,24.34,148.752
14112,15.005,226.164,222.093,1099.2456,148.50425,24.44,148.728
14113,15.043,225.59,222.093,1099.2456,148.37,24.51,148.728
14114,15.051,225.374,222.093,1099.2456,148.41275,24.57,148.752
14115,15.053,224.216,222.093,1099.2456,148.4305,24.64,148.752
14116,15.051,224.14,222.093,1099.2456,148.4555,24.71,148.728
14117,15.051,223.902,222.093,1099.2456,148.3965,24.76,148.728
14118,15.049,223.469,222.093,1099.2456,148.4555,24.83,148.752
14119,15.051,222.495,222.093,1099.2456,148.41,24.91,148.728
14120,15.051,222.57,222.093,1099.2456,148.398,24.98,148.752
14121,15.051,223.198,222.093,1099.2456,148.45575,25.11,148.752
14122,15.051,222.711,222.093,1099.2456,148.379,25.16,152.028
14123,15.049,222.073,222.093,1099.2456,148.42175,25.22,152.388
14124,15.049,221.196,222.093,1099.2456,148.38325,25.26,152.388
14125,15.049,219.929,222.093,1099.2456,148.39525,25.33,152.388
14126,15.051,219.053,222.093,1099.2456,148.3965,25.4,152.388
14127,15.051,218.663,222.093,1099.2456,148.42175,25.45,152.388
14128,15.108,217.959,222.093,1099.2456,148.4085,25.5,152.418
14129,15.126,218.132,222.093,1099.2456,148.4085,25.53,152.418
14130,15.359,218.739,222.093,1099.2456,148.348,25.58,152.388
14131,15.361,218.944,222.093,1099.2456,148.39225,25.63,152.388
14132,15.361,218.338,222.093,1099.2456,148.4675,25.67,154.08
14133,15.357,218.208,222.093,1099.2456,148.45125,25.69,154.782
14134,15.364,218.241,222.093,1099.2456,148.4675,25.69,154.782
14135,15.361,217.288,222.093,1099.2456,148.4085,25.7,154.782
14136,15.359,217.732,222.093,1099.2456,148.42175,25.7,154.782
14137,15.364,218.544,222.093,1099.2456,148.4365,25.72,154.782
14138,15.326,219.128,222.093,1099.2456,148.49575,25.72,154.782
14139,15.372,220.514,222.093,1099.2456,148.42325,25.72,154.782
14140,15.376,221.131,222.093,1099.2456,148.46475,25.71,154.782
14141,15.372,221.856,222.093,1099.2456,148.36125,25.69,154.782
14142,15.364,221.715,222.093,1099.2456,148.40425,25.69,158.106
14143,15.364,221.38,222.093,1099.2456,148.44975,25.68,158.364
14144,15.364,221.142,222.093,1099.2456,148.466,25.64,158.364
14145,15.473,221.867,222.093,1099.2456,148.42325,25.6,158.364
14146,15.506,221.954,222.093,1099.2456,148.42025,25.57,158.388
14147,15.804,222.83,222.093,1099.2456,148.40425,25.53,158.388
